genero,distancia_prova,fase,atleta,nacionalidade,distancia_parcial,tempo_acumulado_seg,tempo_parcial_seg,percentual_tempo,velocidade_relativa
Women's,1500,Final,YANG Peiqi,CHN,1450,934.12,32.42,3.36,99.21
Women's,1500,Final,YANG Peiqi,CHN,1500,964.93,30.81,3.19,104.4
Women's,1500,Heats,COX Jillian,USA,50,31.15,31.15,3.21,103.77
Women's,1500,Heats,COX Jillian,USA,100,63.85,32.7,3.37,98.85
Women's,1500,Heats,COX Jillian,USA,150,96.41,32.56,3.36,99.28
Women's,1500,Heats,COX Jillian,USA,200,128.94,32.53,3.35,99.37
Women's,1500,Heats,COX Jillian,USA,250,161.75,32.81,3.38,98.52
Women's,1500,Heats,COX Jillian,USA,300,194.2,32.45,3.35,99.61
Women's,1500,Heats,COX Jillian,USA,350,226.89,32.69,3.37,98.88
Women's,1500,Heats,COX Jillian,USA,400,259.3,32.41,3.34,99.74
Women's,1500,Heats,COX Jillian,USA,450,291.78,32.48,3.35,99.52
Women's,1500,Heats,COX Jillian,USA,500,323.96,32.18,3.32,100.45
Women's,1500,Heats,COX Jillian,USA,550,356.48,32.52,3.35,99.4
Women's,1500,Heats,COX Jillian,USA,600,388.68,32.2,3.32,100.39
Women's,1500,Heats,COX Jillian,USA,650,421.29,32.61,3.36,99.13
Women's,1500,Heats,COX Jillian,USA,700,453.85,32.56,3.36,99.28
Women's,1500,Heats,COX Jillian,USA,750,486.47,32.62,3.36,99.09
Women's,1500,Heats,COX Jillian,USA,800,519.21,32.74,3.38,98.73
Women's,1500,Heats,COX Jillian,USA,850,551.87,32.66,3.37,98.97
Women's,1500,Heats,COX Jillian,USA,900,584.24,32.37,3.34,99.86
Women's,1500,Heats,COX Jillian,USA,950,616.59,32.35,3.34,99.92
Women's,1500,Heats,COX Jillian,USA,1000,648.75,32.16,3.32,100.51
Women's,1500,Heats,COX Jillian,USA,1050,681.28,32.53,3.35,99.37
Women's,1500,Heats,COX Jillian,USA,1100,713.42,32.14,3.31,100.57
Women's,1500,Heats,COX Jillian,USA,1150,745.95,32.53,3.35,99.37
Women's,1500,Heats,COX Jillian,USA,1200,778.18,32.23,3.32,100.29
Women's,1500,Heats,COX Jillian,USA,1250,810.61,32.43,3.34,99.68
Women's,1500,Heats,COX Jillian,USA,1300,842.8,32.19,3.32,100.42
Women's,1500,Heats,COX Jillian,USA,1350,875.05,32.25,3.33,100.23
Women's,1500,Heats,COX Jillian,USA,1400,907.17,32.12,3.31,100.64
Women's,1500,Heats,COX Jillian,USA,1450,939.44,32.27,3.33,100.17
Women's,1500,Heats,COX Jillian,USA,1500,969.74,30.3,3.12,106.68
Women's,1500,Heats,DEANS Caitlin,NZL,50,30.46,30.46,3.13,106.5
Women's,1500,Heats,DEANS Caitlin,NZL,100,62.39,31.93,3.28,101.59
Women's,1500,Heats,DEANS Caitlin,NZL,150,94.4,32.01,3.29,101.34
Women's,1500,Heats,DEANS Caitlin,NZL,200,126.49,32.09,3.3,101.09
Women's,1500,Heats,DEANS Caitlin,NZL,250,158.63,32.14,3.3,100.93
Women's,1500,Heats,DEANS Caitlin,NZL,300,190.75,32.12,3.3,100.99
Women's,1500,Heats,DEANS Caitlin,NZL,350,223.05,32.3,3.32,100.43
Women's,1500,Heats,DEANS Caitlin,NZL,400,255.31,32.26,3.31,100.55
Women's,1500,Heats,DEANS Caitlin,NZL,450,287.7,32.39,3.33,100.15
Women's,1500,Heats,DEANS Caitlin,NZL,500,319.97,32.27,3.32,100.52
Women's,1500,Heats,DEANS Caitlin,NZL,550,352.42,32.45,3.33,99.97
Women's,1500,Heats,DEANS Caitlin,NZL,600,384.84,32.42,3.33,100.06
Women's,1500,Heats,DEANS Caitlin,NZL,650,417.41,32.57,3.35,99.6
Women's,1500,Heats,DEANS Caitlin,NZL,700,450.11,32.7,3.36,99.2
Women's,1500,Heats,DEANS Caitlin,NZL,750,482.72,32.61,3.35,99.47
Women's,1500,Heats,DEANS Caitlin,NZL,800,515.51,32.79,3.37,98.93
Women's,1500,Heats,DEANS Caitlin,NZL,850,548.39,32.88,3.38,98.66
Women's,1500,Heats,DEANS Caitlin,NZL,900,581.05,32.66,3.36,99.32
Women's,1500,Heats,DEANS Caitlin,NZL,950,614.2,33.15,3.41,97.85
Women's,1500,Heats,DEANS Caitlin,NZL,1000,647.08,32.88,3.38,98.66
Women's,1500,Heats,DEANS Caitlin,NZL,1050,680.33,33.25,3.42,97.56
Women's,1500,Heats,DEANS Caitlin,NZL,1100,713.34,33.01,3.39,98.27
Women's,1500,Heats,DEANS Caitlin,NZL,1150,746.26,32.92,3.38,98.54
Women's,1500,Heats,DEANS Caitlin,NZL,1200,778.79,32.53,3.34,99.72
Women's,1500,Heats,DEANS Caitlin,NZL,1250,811.38,32.59,3.35,99.54
Women's,1500,Heats,DEANS Caitlin,NZL,1300,843.86,32.48,3.34,99.87
Women's,1500,Heats,DEANS Caitlin,NZL,1350,876.77,32.91,3.38,98.57
Women's,1500,Heats,DEANS Caitlin,NZL,1400,909.53,32.76,3.37,99.02
Women's,1500,Heats,DEANS Caitlin,NZL,1450,942.2,32.67,3.36,99.29
Women's,1500,Heats,DEANS Caitlin,NZL,1500,973.16,30.96,3.18,104.78
Women's,1500,Heats,DINI Delfina,ARG,50,30.61,30.61,3.04,109.77
Women's,1500,Heats,DINI Delfina,ARG,100,63.0,32.39,3.21,103.74
Women's,1500,Heats,DINI Delfina,ARG,150,96.38,33.38,3.31,100.66
Women's,1500,Heats,DINI Delfina,ARG,200,129.84,33.46,3.32,100.42
Women's,1500,Heats,DINI Delfina,ARG,250,163.7,33.86,3.36,99.24
Women's,1500,Heats,DINI Delfina,ARG,300,197.39,33.69,3.34,99.74
Women's,1500,Heats,DINI Delfina,ARG,350,231.44,34.05,3.38,98.68
Women's,1500,Heats,DINI Delfina,ARG,400,265.09,33.65,3.34,99.85
Women's,1500,Heats,DINI Delfina,ARG,450,299.24,34.15,3.39,98.39
Women's,1500,Heats,DINI Delfina,ARG,500,332.83,33.59,3.33,100.03
Women's,1500,Heats,DINI Delfina,ARG,550,366.72,33.89,3.36,99.15
Women's,1500,Heats,DINI Delfina,ARG,600,400.05,33.33,3.31,100.81
Women's,1500,Heats,DINI Delfina,ARG,650,433.92,33.87,3.36,99.21
Women's,1500,Heats,DINI Delfina,ARG,700,467.36,33.44,3.32,100.48
Women's,1500,Heats,DINI Delfina,ARG,750,501.16,33.8,3.35,99.41
Women's,1500,Heats,DINI Delfina,ARG,800,534.64,33.48,3.32,100.36
Women's,1500,Heats,DINI Delfina,ARG,850,568.25,33.61,3.33,99.97
Women's,1500,Heats,DINI Delfina,ARG,900,602.14,33.89,3.36,99.15
Women's,1500,Heats,DINI Delfina,ARG,950,636.03,33.89,3.36,99.15
Women's,1500,Heats,DINI Delfina,ARG,1000,669.6,33.57,3.33,100.09
Women's,1500,Heats,DINI Delfina,ARG,1050,703.58,33.98,3.37,98.88
Women's,1500,Heats,DINI Delfina,ARG,1100,737.59,34.01,3.37,98.8
Women's,1500,Heats,DINI Delfina,ARG,1150,771.74,34.15,3.39,98.39
Women's,1500,Heats,DINI Delfina,ARG,1200,805.69,33.95,3.37,98.97
Women's,1500,Heats,DINI Delfina,ARG,1250,839.99,34.3,3.4,97.96
Women's,1500,Heats,DINI Delfina,ARG,1300,873.99,34.0,3.37,98.83
Women's,1500,Heats,DINI Delfina,ARG,1350,908.27,34.28,3.4,98.02
Women's,1500,Heats,DINI Delfina,ARG,1400,942.55,34.28,3.4,98.02
Women's,1500,Heats,DINI Delfina,ARG,1450,976.48,33.93,3.37,99.03
Women's,1500,Heats,DINI Delfina,ARG,1500,1008.03,31.55,3.13,106.5
Women's,1500,Heats,DURAES Diana,POR,50,30.35,30.35,2.98,111.67
Women's,1500,Heats,DURAES Diana,POR,100,63.0,32.65,3.21,103.81
Women's,1500,Heats,DURAES Diana,POR,150,95.81,32.81,3.23,103.3
Women's,1500,Heats,DURAES Diana,POR,200,128.98,33.17,3.26,102.18
Women's,1500,Heats,DURAES Diana,POR,250,162.2,33.22,3.27,102.03
Women's,1500,Heats,DURAES Diana,POR,300,195.74,33.54,3.3,101.05
Women's,1500,Heats,DURAES Diana,POR,350,229.53,33.79,3.32,100.31
Women's,1500,Heats,DURAES Diana,POR,400,263.08,33.55,3.3,101.02
Women's,1500,Heats,DURAES Diana,POR,450,296.7,33.62,3.31,100.81
Women's,1500,Heats,DURAES Diana,POR,500,330.45,33.75,3.32,100.42
Women's,1500,Heats,DURAES Diana,POR,550,364.37,33.92,3.34,99.92
Women's,1500,Heats,DURAES Diana,POR,600,398.4,34.03,3.35,99.6
Women's,1500,Heats,DURAES Diana,POR,650,432.66,34.26,3.37,98.93
Women's,1500,Heats,DURAES Diana,POR,700,467.24,34.58,3.4,98.01
Women's,1500,Heats,DURAES Diana,POR,750,502.08,34.84,3.43,97.28
Women's,1500,Heats,DURAES Diana,POR,800,536.63,34.55,3.4,98.1
Women's,1500,Heats,DURAES Diana,POR,850,571.1,34.47,3.39,98.33
Women's,1500,Heats,DURAES Diana,POR,900,605.56,34.46,3.39,98.36
Women's,1500,Heats,DURAES Diana,POR,950,639.92,34.36,3.38,98.64
Women's,1500,Heats,DURAES Diana,POR,1000,674.28,34.36,3.38,98.64
Women's,1500,Heats,DURAES Diana,POR,1050,708.76,34.48,3.39,98.3
Women's,1500,Heats,DURAES Diana,POR,1100,743.36,34.6,3.4,97.96
Women's,1500,Heats,DURAES Diana,POR,1150,777.68,34.32,3.38,98.76
Women's,1500,Heats,DURAES Diana,POR,1200,811.93,34.25,3.37,98.96
Women's,1500,Heats,DURAES Diana,POR,1250,846.21,34.28,3.37,98.87
Women's,1500,Heats,DURAES Diana,POR,1300,880.5,34.29,3.37,98.84
Women's,1500,Heats,DURAES Diana,POR,1350,914.99,34.49,3.39,98.27
Women's,1500,Heats,DURAES Diana,POR,1400,949.22,34.23,3.37,99.02
Women's,1500,Heats,DURAES Diana,POR,1450,983.4,34.18,3.36,99.16
Women's,1500,Heats,DURAES Diana,POR,1500,1016.8,33.4,3.28,101.48
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,50,30.55,30.55,3.06,108.85
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,100,63.03,32.48,3.26,102.39
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,150,96.17,33.14,3.32,100.35
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,200,129.43,33.26,3.33,99.98
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,250,162.72,33.29,3.34,99.89
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,300,195.83,33.11,3.32,100.44
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,350,229.24,33.41,3.35,99.54
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,400,262.43,33.19,3.33,100.2
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,450,295.71,33.28,3.34,99.92
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,500,328.71,33.0,3.31,100.77
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,550,361.96,33.25,3.33,100.02
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,600,394.97,33.01,3.31,100.74
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,650,428.25,33.28,3.34,99.92
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,700,461.53,33.28,3.34,99.92
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,750,494.97,33.44,3.35,99.45
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,800,528.11,33.14,3.32,100.35
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,850,561.72,33.61,3.37,98.94
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,900,595.11,33.39,3.35,99.6
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,950,628.58,33.47,3.35,99.36
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1000,661.93,33.35,3.34,99.72
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1050,695.16,33.23,3.33,100.08
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1100,728.3,33.14,3.32,100.35
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1150,761.88,33.58,3.37,99.03
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1200,795.2,33.32,3.34,99.8
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1250,828.88,33.68,3.38,98.74
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1300,862.4,33.52,3.36,99.21
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1350,896.47,34.07,3.42,97.61
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1400,930.4,33.93,3.4,98.01
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1450,964.57,34.17,3.43,97.32
Women's,1500,Heats,FASSINA ROMAO Leticia,BRA,1500,997.65,33.08,3.32,100.53
Women's,1500,Heats,GAN Ching Hwee,SGP,50,29.93,29.93,3.11,107.06
Women's,1500,Heats,GAN Ching Hwee,SGP,100,61.47,31.54,3.28,101.59
Women's,1500,Heats,GAN Ching Hwee,SGP,150,93.38,31.91,3.32,100.42
Women's,1500,Heats,GAN Ching Hwee,SGP,200,125.21,31.83,3.31,100.67
Women's,1500,Heats,GAN Ching Hwee,SGP,250,157.33,32.12,3.34,99.76
Women's,1500,Heats,GAN Ching Hwee,SGP,300,189.2,31.87,3.32,100.54
Women's,1500,Heats,GAN Ching Hwee,SGP,350,221.27,32.07,3.34,99.92
Women's,1500,Heats,GAN Ching Hwee,SGP,400,253.27,32.0,3.33,100.13
Women's,1500,Heats,GAN Ching Hwee,SGP,450,285.52,32.25,3.35,99.36
Women's,1500,Heats,GAN Ching Hwee,SGP,500,317.34,31.82,3.31,100.7
Women's,1500,Heats,GAN Ching Hwee,SGP,550,349.5,32.16,3.35,99.64
Women's,1500,Heats,GAN Ching Hwee,SGP,600,381.51,32.01,3.33,100.1
Women's,1500,Heats,GAN Ching Hwee,SGP,650,413.86,32.35,3.37,99.05
Women's,1500,Heats,GAN Ching Hwee,SGP,700,445.76,31.9,3.32,100.45
Women's,1500,Heats,GAN Ching Hwee,SGP,750,478.08,32.32,3.36,99.14
Women's,1500,Heats,GAN Ching Hwee,SGP,800,509.93,31.85,3.31,100.61
Women's,1500,Heats,GAN Ching Hwee,SGP,850,542.01,32.08,3.34,99.88
Women's,1500,Heats,GAN Ching Hwee,SGP,900,573.95,31.94,3.32,100.32
Women's,1500,Heats,GAN Ching Hwee,SGP,950,606.16,32.21,3.35,99.48
Women's,1500,Heats,GAN Ching Hwee,SGP,1000,638.22,32.06,3.34,99.95
Women's,1500,Heats,GAN Ching Hwee,SGP,1050,670.26,32.04,3.33,100.01
Women's,1500,Heats,GAN Ching Hwee,SGP,1100,702.49,32.23,3.35,99.42
Women's,1500,Heats,GAN Ching Hwee,SGP,1150,734.92,32.43,3.37,98.81
Women's,1500,Heats,GAN Ching Hwee,SGP,1200,767.05,32.13,3.34,99.73
Women's,1500,Heats,GAN Ching Hwee,SGP,1250,799.36,32.31,3.36,99.17
Women's,1500,Heats,GAN Ching Hwee,SGP,1300,831.92,32.56,3.39,98.41
Women's,1500,Heats,GAN Ching Hwee,SGP,1350,864.43,32.51,3.38,98.56
Women's,1500,Heats,GAN Ching Hwee,SGP,1400,896.93,32.5,3.38,98.59
Women's,1500,Heats,GAN Ching Hwee,SGP,1450,929.44,32.51,3.38,98.56
Women's,1500,Heats,GAN Ching Hwee,SGP,1500,961.29,31.85,3.31,100.61
Women's,1500,Heats,GOSE Isabel,GER,50,29.59,29.59,3.06,109.09
Women's,1500,Heats,GOSE Isabel,GER,100,60.75,31.16,3.22,103.6
Women's,1500,Heats,GOSE Isabel,GER,150,92.17,31.42,3.24,102.74
Women's,1500,Heats,GOSE Isabel,GER,200,123.82,31.65,3.27,101.99
Women's,1500,Heats,GOSE Isabel,GER,250,155.46,31.64,3.27,102.02
Women's,1500,Heats,GOSE Isabel,GER,300,187.26,31.8,3.28,101.51
Women's,1500,Heats,GOSE Isabel,GER,350,218.85,31.59,3.26,102.19
Women's,1500,Heats,GOSE Isabel,GER,400,250.69,31.84,3.29,101.38
Women's,1500,Heats,GOSE Isabel,GER,450,282.35,31.66,3.27,101.96
Women's,1500,Heats,GOSE Isabel,GER,500,314.4,32.05,3.31,100.72
Women's,1500,Heats,GOSE Isabel,GER,550,346.27,31.87,3.29,101.29
Women's,1500,Heats,GOSE Isabel,GER,600,378.63,32.36,3.34,99.75
Women's,1500,Heats,GOSE Isabel,GER,650,410.82,32.19,3.32,100.28
Women's,1500,Heats,GOSE Isabel,GER,700,443.06,32.24,3.33,100.13
Women's,1500,Heats,GOSE Isabel,GER,750,475.05,31.99,3.3,100.91
Women's,1500,Heats,GOSE Isabel,GER,800,507.64,32.59,3.37,99.05
Women's,1500,Heats,GOSE Isabel,GER,850,539.93,32.29,3.33,99.97
Women's,1500,Heats,GOSE Isabel,GER,900,572.59,32.66,3.37,98.84
Women's,1500,Heats,GOSE Isabel,GER,950,605.45,32.86,3.39,98.24
Women's,1500,Heats,GOSE Isabel,GER,1000,638.49,33.04,3.41,97.7
Women's,1500,Heats,GOSE Isabel,GER,1050,671.34,32.85,3.39,98.27
Women's,1500,Heats,GOSE Isabel,GER,1100,704.53,33.19,3.43,97.26
Women's,1500,Heats,GOSE Isabel,GER,1150,737.64,33.11,3.42,97.49
Women's,1500,Heats,GOSE Isabel,GER,1200,770.75,33.11,3.42,97.49
Women's,1500,Heats,GOSE Isabel,GER,1250,804.0,33.25,3.43,97.08
Women's,1500,Heats,GOSE Isabel,GER,1300,837.32,33.32,3.44,96.88
Women's,1500,Heats,GOSE Isabel,GER,1350,870.25,32.93,3.4,98.03
Women's,1500,Heats,GOSE Isabel,GER,1400,903.59,33.34,3.44,96.82
Women's,1500,Heats,GOSE Isabel,GER,1450,936.22,32.63,3.37,98.93
Women's,1500,Heats,GOSE Isabel,GER,1500,968.41,32.19,3.32,100.28
Women's,1500,Heats,HAELL Thilda,SWE,50,30.36,30.36,3.0,111.19
Women's,1500,Heats,HAELL Thilda,SWE,100,63.34,32.98,3.26,102.36
Women's,1500,Heats,HAELL Thilda,SWE,150,96.62,33.28,3.29,101.44
Women's,1500,Heats,HAELL Thilda,SWE,200,130.45,33.83,3.34,99.79
Women's,1500,Heats,HAELL Thilda,SWE,250,163.98,33.53,3.31,100.68
Women's,1500,Heats,HAELL Thilda,SWE,300,198.02,34.04,3.36,99.17
Women's,1500,Heats,HAELL Thilda,SWE,350,231.76,33.74,3.33,100.05
Women's,1500,Heats,HAELL Thilda,SWE,400,265.72,33.96,3.35,99.41
Women's,1500,Heats,HAELL Thilda,SWE,450,299.3,33.58,3.32,100.53
Women's,1500,Heats,HAELL Thilda,SWE,500,333.49,34.19,3.38,98.74
Women's,1500,Heats,HAELL Thilda,SWE,550,367.09,33.6,3.32,100.47
Women's,1500,Heats,HAELL Thilda,SWE,600,401.07,33.98,3.36,99.35
Women's,1500,Heats,HAELL Thilda,SWE,650,434.73,33.66,3.32,100.29
Women's,1500,Heats,HAELL Thilda,SWE,700,468.5,33.77,3.33,99.96
Women's,1500,Heats,HAELL Thilda,SWE,750,502.29,33.79,3.34,99.91
Women's,1500,Heats,HAELL Thilda,SWE,800,536.45,34.16,3.37,98.82
Women's,1500,Heats,HAELL Thilda,SWE,850,570.19,33.74,3.33,100.05
Women's,1500,Heats,HAELL Thilda,SWE,900,604.56,34.37,3.39,98.22
Women's,1500,Heats,HAELL Thilda,SWE,950,638.52,33.96,3.35,99.41
Women's,1500,Heats,HAELL Thilda,SWE,1000,672.86,34.34,3.39,98.31
Women's,1500,Heats,HAELL Thilda,SWE,1050,706.78,33.92,3.35,99.52
Women's,1500,Heats,HAELL Thilda,SWE,1100,740.96,34.18,3.38,98.77
Women's,1500,Heats,HAELL Thilda,SWE,1150,775.04,34.08,3.37,99.06
Women's,1500,Heats,HAELL Thilda,SWE,1200,809.39,34.35,3.39,98.28
Women's,1500,Heats,HAELL Thilda,SWE,1250,843.42,34.03,3.36,99.2
Women's,1500,Heats,HAELL Thilda,SWE,1300,877.81,34.39,3.4,98.16
Women's,1500,Heats,HAELL Thilda,SWE,1350,911.61,33.8,3.34,99.88
Women's,1500,Heats,HAELL Thilda,SWE,1400,945.8,34.19,3.38,98.74
Women's,1500,Heats,HAELL Thilda,SWE,1450,979.64,33.84,3.34,99.76
Women's,1500,Heats,HAELL Thilda,SWE,1500,1012.74,33.1,3.27,101.99
Women's,1500,Heats,JACKL Vivien,HUN,50,29.43,29.43,2.97,112.09
Women's,1500,Heats,JACKL Vivien,HUN,100,61.12,31.69,3.2,104.09
Women's,1500,Heats,JACKL Vivien,HUN,150,93.25,32.13,3.25,102.67
Women's,1500,Heats,JACKL Vivien,HUN,200,125.77,32.52,3.29,101.44
Women's,1500,Heats,JACKL Vivien,HUN,250,158.4,32.63,3.3,101.09
Women's,1500,Heats,JACKL Vivien,HUN,300,191.41,33.01,3.34,99.93
Women's,1500,Heats,JACKL Vivien,HUN,350,224.46,33.05,3.34,99.81
Women's,1500,Heats,JACKL Vivien,HUN,400,257.89,33.43,3.38,98.67
Women's,1500,Heats,JACKL Vivien,HUN,450,290.71,32.82,3.32,100.51
Women's,1500,Heats,JACKL Vivien,HUN,500,323.87,33.16,3.35,99.48
Women's,1500,Heats,JACKL Vivien,HUN,550,356.42,32.55,3.29,101.34
Women's,1500,Heats,JACKL Vivien,HUN,600,389.85,33.43,3.38,98.67
Women's,1500,Heats,JACKL Vivien,HUN,650,423.08,33.23,3.36,99.27
Women's,1500,Heats,JACKL Vivien,HUN,700,456.79,33.71,3.41,97.85
Women's,1500,Heats,JACKL Vivien,HUN,750,490.11,33.32,3.37,99.0
Women's,1500,Heats,JACKL Vivien,HUN,800,524.0,33.89,3.42,97.33
Women's,1500,Heats,JACKL Vivien,HUN,850,557.41,33.41,3.38,98.73
Women's,1500,Heats,JACKL Vivien,HUN,900,591.14,33.73,3.41,97.8
Women's,1500,Heats,JACKL Vivien,HUN,950,625.13,33.99,3.43,97.05
Women's,1500,Heats,JACKL Vivien,HUN,1000,659.16,34.03,3.44,96.93
Women's,1500,Heats,JACKL Vivien,HUN,1050,691.91,32.75,3.31,100.72
Women's,1500,Heats,JACKL Vivien,HUN,1100,725.98,34.07,3.44,96.82
Women's,1500,Heats,JACKL Vivien,HUN,1150,759.52,33.54,3.39,98.35
Women's,1500,Heats,JACKL Vivien,HUN,1200,793.28,33.76,3.41,97.71
Women's,1500,Heats,JACKL Vivien,HUN,1250,826.04,32.76,3.31,100.69
Women's,1500,Heats,JACKL Vivien,HUN,1300,859.67,33.63,3.4,98.09
Women's,1500,Heats,JACKL Vivien,HUN,1350,892.9,33.23,3.36,99.27
Women's,1500,Heats,JACKL Vivien,HUN,1400,926.34,33.44,3.38,98.64
Women's,1500,Heats,JACKL Vivien,HUN,1450,958.26,31.92,3.23,103.34
Women's,1500,Heats,JACKL Vivien,HUN,1500,989.6,31.34,3.17,105.25
Women's,1500,Heats,JOHNSON Moesha,AUS,50,29.94,29.94,3.1,107.45
Women's,1500,Heats,JOHNSON Moesha,AUS,100,61.9,31.96,3.31,100.66
Women's,1500,Heats,JOHNSON Moesha,AUS,150,93.92,32.02,3.32,100.47
Women's,1500,Heats,JOHNSON Moesha,AUS,200,126.17,32.25,3.34,99.76
Women's,1500,Heats,JOHNSON Moesha,AUS,250,158.13,31.96,3.31,100.66
Women's,1500,Heats,JOHNSON Moesha,AUS,300,190.05,31.92,3.31,100.79
Women's,1500,Heats,JOHNSON Moesha,AUS,350,222.1,32.05,3.32,100.38
Women's,1500,Heats,JOHNSON Moesha,AUS,400,254.32,32.22,3.34,99.85
Women's,1500,Heats,JOHNSON Moesha,AUS,450,286.46,32.14,3.33,100.1
Women's,1500,Heats,JOHNSON Moesha,AUS,500,318.64,32.18,3.33,99.97
Women's,1500,Heats,JOHNSON Moesha,AUS,550,350.77,32.13,3.33,100.13
Women's,1500,Heats,JOHNSON Moesha,AUS,600,383.19,32.42,3.36,99.23
Women's,1500,Heats,JOHNSON Moesha,AUS,650,415.23,32.04,3.32,100.41
Women's,1500,Heats,JOHNSON Moesha,AUS,700,447.53,32.3,3.35,99.6
Women's,1500,Heats,JOHNSON Moesha,AUS,750,479.73,32.2,3.34,99.91
Women's,1500,Heats,JOHNSON Moesha,AUS,800,512.19,32.46,3.36,99.11
Women's,1500,Heats,JOHNSON Moesha,AUS,850,544.49,32.3,3.35,99.6
Women's,1500,Heats,JOHNSON Moesha,AUS,900,576.95,32.46,3.36,99.11
Women's,1500,Heats,JOHNSON Moesha,AUS,950,609.33,32.38,3.35,99.35
Women's,1500,Heats,JOHNSON Moesha,AUS,1000,641.91,32.58,3.38,98.74
Women's,1500,Heats,JOHNSON Moesha,AUS,1050,674.25,32.34,3.35,99.48
Women's,1500,Heats,JOHNSON Moesha,AUS,1100,706.75,32.5,3.37,98.99
Women's,1500,Heats,JOHNSON Moesha,AUS,1150,739.37,32.62,3.38,98.62
Women's,1500,Heats,JOHNSON Moesha,AUS,1200,771.98,32.61,3.38,98.65
Women's,1500,Heats,JOHNSON Moesha,AUS,1250,804.24,32.26,3.34,99.72
Women's,1500,Heats,JOHNSON Moesha,AUS,1300,836.88,32.64,3.38,98.56
Women's,1500,Heats,JOHNSON Moesha,AUS,1350,869.0,32.12,3.33,100.16
Women's,1500,Heats,JOHNSON Moesha,AUS,1400,901.67,32.67,3.39,98.47
Women's,1500,Heats,JOHNSON Moesha,AUS,1450,933.89,32.22,3.34,99.85
Women's,1500,Heats,JOHNSON Moesha,AUS,1500,965.13,31.24,3.24,102.98
Women's,1500,Heats,KAJIMOTO Ichika,JPN,50,30.3,30.3,3.12,106.67
Women's,1500,Heats,KAJIMOTO Ichika,JPN,100,62.61,32.31,3.33,100.04
Women's,1500,Heats,KAJIMOTO Ichika,JPN,150,94.88,32.27,3.33,100.16
Women's,1500,Heats,KAJIMOTO Ichika,JPN,200,127.27,32.39,3.34,99.79
Women's,1500,Heats,KAJIMOTO Ichika,JPN,250,159.62,32.35,3.34,99.91
Women's,1500,Heats,KAJIMOTO Ichika,JPN,300,192.41,32.79,3.38,98.57
Women's,1500,Heats,KAJIMOTO Ichika,JPN,350,224.84,32.43,3.34,99.67
Women's,1500,Heats,KAJIMOTO Ichika,JPN,400,257.65,32.81,3.38,98.51
Women's,1500,Heats,KAJIMOTO Ichika,JPN,450,290.11,32.46,3.35,99.57
Women's,1500,Heats,KAJIMOTO Ichika,JPN,500,322.81,32.7,3.37,98.84
Women's,1500,Heats,KAJIMOTO Ichika,JPN,550,355.06,32.25,3.33,100.22
Women's,1500,Heats,KAJIMOTO Ichika,JPN,600,387.78,32.72,3.37,98.78
Women's,1500,Heats,KAJIMOTO Ichika,JPN,650,420.36,32.58,3.36,99.21
Women's,1500,Heats,KAJIMOTO Ichika,JPN,700,453.01,32.65,3.37,98.99
Women's,1500,Heats,KAJIMOTO Ichika,JPN,750,485.5,32.49,3.35,99.48
Women's,1500,Heats,KAJIMOTO Ichika,JPN,800,518.08,32.58,3.36,99.21
Women's,1500,Heats,KAJIMOTO Ichika,JPN,850,550.68,32.6,3.36,99.15
Women's,1500,Heats,KAJIMOTO Ichika,JPN,900,582.89,32.21,3.32,100.35
Women's,1500,Heats,KAJIMOTO Ichika,JPN,950,615.21,32.32,3.33,100.01
Women's,1500,Heats,KAJIMOTO Ichika,JPN,1000,647.61,32.4,3.34,99.76
Women's,1500,Heats,KAJIMOTO Ichika,JPN,1050,680.08,32.47,3.35,99.54
